produk_id,nama_produk,kategori,tanaman_target,fase_aplikasi,hama_penyakit,media_tanam,dosis_pemakaian,keyword,deskripsi,harga,stok,created at
116,Heksa 50 SC,Fungisida,"Padi, Cabai, Bawang Merah, Jagung, Kakao, Karet","Vegetatif, Generatif Awal","Bercak Daun, Hawar Daun, Karat Daun, Jamur Daun","Sawah, Lahan Terbuka","0,5–1 ml/liter air","fungisida heksakonazol,
obat bercak daun,
fungisida bercak daun,
obat karat daun,
fungisida karat daun,
obat hawar daun,
fungisida padi,
fungisida cabai,
fungisida bawang merah,
obat daun menguning,
obat daun bercak coklat,
obat jamur daun,
fungisida sistemik,
obat penyakit tanaman,
pengendali jamur tanaman","Heksa 50 SC merupakan fungisida sistemik berbahan aktif heksakonazol 50 g/L yang digunakan untuk mengendalikan berbagai penyakit jamur pada tanaman padi, cabai, bawang merah, jagung, kakao, dan karet.

Produk ini sering digunakan sebagai obat bercak daun, fungisida karat daun, dan pengendali penyakit jamur pada berbagai komoditas pertanian.

Gejala yang dapat dikendalikan antara lain bercak daun, karat daun, daun menguning, dan kerusakan jaringan akibat infeksi jamur.

Cocok digunakan sejak awal munculnya gejala penyakit.",35000,6,
117,Manzate 82 WP,Fungisida,"Cabai, Tomat, Bawang Merah, Kentang, Semangka, Melon, Anggur, Karet","Vegetatif, Generatif","Busuk Daun, Bercak Daun, Embun Bulu, Tepung Palsu","Tanah, Bedengan, Lahan Terbuka",2–3 gram/liter air,"fungisida mankozeb,
obat busuk daun,
fungisida busuk daun,
obat bercak daun,
obat embun bulu,
fungisida embun bulu,
obat tepung palsu,
fungisida tomat,
fungisida cabai,
fungisida kentang,
fungisida bawang merah,
obat daun menghitam,
obat daun bercak coklat,
obat jamur tanaman,
obat penyakit daun,
pengendali jamur tanaman","Manzate 82 WP merupakan fungisida kontak berbahan aktif mankozeb 82% yang digunakan untuk mengendalikan berbagai penyakit jamur pada tanaman hortikultura dan perkebunan.

Produk ini banyak digunakan sebagai obat busuk daun tomat, fungisida kentang, obat embun bulu semangka, dan pengendali bercak daun pada cabai serta bawang merah.

Gejala yang dapat dikendalikan antara lain daun bercak coklat, daun menghitam, embun bulu, dan busuk daun akibat infeksi jamur.

Cocok digunakan sebagai fungisida pencegahan sebelum penyakit berkembang luas.",52000,5,
118,Delsen 64/8 WP,Fungisida,"Cabai, Bawang Merah, Jagung, Kacang Tanah, Karet, Kentang, Padi, Tomat","Vegetatif, Generatif","Hawar Daun, Bercak Daun, Karat Daun, Busuk Daun, Downy Mildew","Sawah, Tanah, Lahan Terbuka",2–3 gram/liter air,"fungisida metalaksil,
fungisida mankozeb,
obat hawar daun,
fungisida hawar daun,
obat bercak daun,
obat karat daun,
obat busuk daun,
fungisida padi,
fungisida cabai,
fungisida bawang merah,
fungisida kentang,
obat embun bulu,
obat jamur tanaman,
obat penyakit daun,
pengendali penyakit jamur,
obat daun menguning,
obat daun bercak coklat","Delsen 64/8 WP merupakan fungisida kontak dan sistemik berbahan aktif mankozeb 64% dan metalaksil 8% yang digunakan untuk mengendalikan berbagai penyakit jamur pada tanaman pangan, hortikultura, dan perkebunan.

Produk ini banyak digunakan sebagai obat hawar daun, fungisida busuk daun, pengendali bercak daun, karat daun, dan embun bulu pada berbagai komoditas.

Gejala yang dapat dikendalikan antara lain daun bercak coklat, daun menguning, busuk daun, karat daun, serta kerusakan tanaman akibat infeksi jamur patogen.

Cocok digunakan pada fase vegetatif maupun generatif sebagai tindakan pencegahan dan pengendalian penyakit.",128450,5,
119,Curzate 8/64 WP,Fungisida,"Kentang, Tomat, Cabai, Semangka, Tembakau","Vegetatif, Generatif Awal","	

Busuk Daun, Hawar Daun, Embun Bulu, Lanas","Tanah, Lahan Terbuka","0,5 – 1 g/L air; 1 – 2 kg/ha; aplikasi 7–14 hari sekali","fungisida busuk daun,
obat hawar daun,
anti embun bulu,
obat lanas tembakau,
fungisida kentang,
fungisida tomat,
fungisida cabai,
fungisida semangka,
curzate 8/64 wp,
obat jamur daun","Curzate 8/64 WP merupakan fungisida sistemik dan kontak berbahan aktif cymoxanil dan mankozeb yang digunakan untuk mengendalikan penyakit busuk daun, hawar daun, embun bulu, dan lanas pada tanaman kentang, tomat, cabai, semangka, dan tembakau.

Produk ini cocok digunakan sebagai fungisida busuk daun kentang, obat hawar daun tomat, anti embun bulu semangka, serta pengendali penyakit lanas tembakau.

Gejala yang dapat dikendalikan antara lain daun bercak coklat, daun menghitam, busuk daun, embun putih pada daun, serta kerusakan tanaman akibat infeksi jamur.",15000,,
120,Nando 500 SC,Fungisida,"Padi, Cabai, Bawang Merah, Jagung, Kedelai","Vegetatif, Generatif","Blas, Hawar Daun, Bercak Daun, Karat Daun","Sawah, Tanah, Lahan Terbuka","0,5 – 1 ml/L air; 100 – 200 ml/ha; aplikasi 7–10 hari sekali","fungisida padi,
obat blas padi,
anti hawar daun,
fungisida cabai,
fungisida bawang merah,
nando 500 sc,
obat bercak daun,
fungisida jagung,
fungisida kedelai,
pengendali penyakit daun,","Nando 500 SC merupakan fungisida sistemik berbentuk suspension concentrate yang digunakan untuk mengendalikan penyakit blas, hawar daun, bercak daun, dan karat daun pada tanaman padi, cabai, bawang merah, jagung, dan kedelai.

Produk ini cocok digunakan sebagai fungisida padi, obat blas padi, anti hawar daun cabai, serta pengendali bercak daun bawang merah.

Gejala yang dapat dikendalikan antara lain daun bercak coklat, daun menguning, hawar pada daun, karat daun, serta penurunan pertumbuhan akibat serangan jamur.",85000,"10 gram, 100 gram",
121,Banjoforte 400 SC,Fungisida,"Padi, Cabai, Tomat, Kentang","Vegetatif, Generatif Awal","Busuk Daun, Hawar Daun, Blas, Bercak Daun","Sawah, Tanah, Lahan Terbuka","0,5 – 1 ml/L air; 100 – 200 ml/ha; aplikasi 7–10 hari sekali","fungisida busuk daun,
obat hawar daun,
obat blas padi,
fungisida cabai,
fungisida tomat,
fungisida kentang,
banjoforte 400 sc,
anti bercak daun,
pengendali jamur daun,
obat daun menghitam,","Banjoforte 400 SC merupakan fungisida sistemik berbentuk suspension concentrate yang digunakan untuk mengendalikan penyakit busuk daun, hawar daun, blas, dan bercak daun pada tanaman padi, cabai, tomat, dan kentang.

Produk ini cocok digunakan sebagai fungisida busuk daun kentang, obat hawar daun tomat, anti blas padi, serta pengendali bercak daun cabai.

Gejala yang dapat dikendalikan antara lain daun bercak coklat, daun menghitam, hawar pada daun, busuk daun, serta kerusakan tanaman akibat infeksi jamur.",95000,5,
122,Amistar Top 325 SC,Fungisida,"Padi, Cabai, Bawang Merah, Tomat, Jagung","Vegetatif, Generatif","Blas, Hawar Daun, Bercak Daun, Karat Daun, Busuk Daun","Sawah, Tanah, Lahan Terbuka","0,5 – 1 ml/L air; 100 – 200 ml/ha; aplikasi 7–14 hari sekali","fungisida padi,
obat blas padi,
fungisida cabai,
fungisida bawang merah,
anti hawar daun,
anti bercak daun,
obat busuk daun,
amistar top 325 sc,
fungisida jagung,
pengendali penyakit jamur,","Amistar Top 325 SC merupakan fungisida sistemik berbentuk suspension concentrate yang digunakan untuk mengendalikan penyakit blas, hawar daun, bercak daun, karat daun, dan busuk daun pada tanaman padi, cabai, bawang merah, tomat, dan jagung.

Produk ini cocok digunakan sebagai fungisida padi, obat blas padi, anti hawar daun cabai, pengendali bercak daun bawang merah, serta fungisida busuk daun tomat.

Gejala yang dapat dikendalikan antara lain daun bercak coklat, hawar pada daun, karat daun, busuk daun, serta kerusakan tanaman akibat infeksi jamur.",120.000,5,
123,Ortiva 250 SC,Fungisida,"Cabai, Tomat, Bawang Merah, Kentang, Padi","Vegetatif, Generatif","Antraknosa, Patek, Bercak Daun, Hawar Daun, Busuk Daun","Tanah, Sawah, Lahan Terbuka","0,5 – 1 ml/L air; 100 – 200 ml/ha; aplikasi 7–10 hari sekali","fungisida antraknosa,
obat patek cabai,
anti bercak daun,
obat busuk daun,
fungisida tomat,
fungisida bawang merah,
fungisida kentang,
fungisida padi,
ortiva 250 sc,
pengendali penyakit jamur,","Ortiva 250 SC merupakan fungisida sistemik berbentuk suspension concentrate yang digunakan untuk mengendalikan penyakit antraknosa, patek, bercak daun, hawar daun, dan busuk daun pada tanaman cabai, tomat, bawang merah, kentang, dan padi.

Produk ini cocok digunakan sebagai fungisida antraknosa cabai, obat patek cabai, anti bercak daun tomat, serta pengendali busuk daun kentang.

Gejala yang dapat dikendalikan antara lain buah cabai patek, daun bercak coklat, hawar pada daun, busuk daun, serta kerusakan tanaman akibat infeksi jamur.",135.000,5,
124,Cabrio Top 60 WG,Fungisida,"Cabai, Tomat, Kentang, Bawang Merah, Apel, Mangga, Kacang Tanah, Kacang Hijau","Vegetatif, Generatif","Antraknosa, Busuk Daun, Embun Tepung, Bercak Daun, Hawar Daun, Busuk Buah","Lahan Terbuka, Sawah, Kebun, Hortikultura",1–3 g/L air,"fungisida antraknosa,
obat patek cabai,
obat busuk daun,
fungisida cabai,
fungisida tomat,
fungisida kentang,
fungisida bawang merah,
obat daun keriting jamur,
obat bercak daun,
obat hawar daun,
fungisida musim hujan,
obat jamur buah,
obat busuk buah,
fungisida sistemik,
fungisida kontak,
obat daun menguning,
obat daun bercak coklat,
obat patek buah cabai,
obat penyakit jamur tanaman,
fungisida broad spectrum,
obat jamur cabai keriting,
fungisida piraklostrobin,
fungisida metiram","Cabrio Top 60 WG merupakan fungisida berbahan aktif piraklostrobin 5% dan metiram 55% yang bekerja secara sistemik, translaminar, dan protektif untuk mengendalikan berbagai penyakit jamur pada tanaman hortikultura.
Produk ini banyak digunakan sebagai obat patek cabai, fungisida antraknosa, pengendali busuk daun, serta pencegah penyakit jamur pada tomat, kentang, bawang merah, apel, dan mangga.
Gejala yang dapat dikendalikan antara lain bercak daun, daun menguning akibat jamur, busuk buah, embun tepung, antraknosa, dan hawar daun.
Memiliki efek residual yang panjang sehingga cocok digunakan saat musim hujan maupun saat tekanan penyakit tinggi.",77.000,5,
125,Nativo 75 WG,Fungisida,"Padi, Cabai, Tomat, Bawang Merah, Jagung, Kedelai, Mentimun, Semangka, Melon","Vegetatif, Generatif","Blas, Busuk Upih, Antraknosa, Embun Tepung, Bercak Daun, Hawar Daun, Bercak Ungu","Sawah, Lahan Terbuka, Hortikultura","0,5–1 g/L air","fungisida blas,
obat blas padi,
obat busuk upih,
fungisida busuk upih,
obat patek cabai,
fungisida antraknosa,
obat embun tepung,
fungisida bawang merah,
obat bercak ungu,
fungisida cabai,
fungisida tomat,
fungisida padi,
obat hawar daun,
obat jamur tanaman,
fungisida sistemik,
obat daun bercak,
obat penyakit bulai,
obat jamur daun,
obat busuk buah,
fungisida trifloksistrobin,
fungisida tebukonazol","Nativo 75 WG merupakan fungisida sistemik berbahan aktif trifloksistrobin 25% dan tebukonazol 50% yang memiliki sifat preventif, kuratif, protektif, dan eradikatif.
Produk ini banyak digunakan petani sebagai obat blas padi, fungisida busuk upih, obat patek cabai, pengendali antraknosa, embun tepung, bercak daun, dan berbagai penyakit jamur lainnya.
Gejala yang dapat dikendalikan antara lain bercak daun, busuk upih, bercak ungu bawang merah, antraknosa buah cabai, busuk buah, serta hawar daun.
Memiliki efek sistemik dan residual panjang sehingga efektif digunakan pada fase vegetatif maupun generatif.",23.000,4,
126,Folicur 250 EC,Fungisida,"Padi, Cabai, Bawang Merah, Jagung, Kedelai, Gandum","Vegetatif, Generatif","Blas, Karat Daun, Embun Tepung, Bercak Daun, Busuk Pelepah","Sawah, Lahan Terbuka","0,5–1 ml/L air","fungisida blas,
obat blas padi,
fungisida karat daun,
obat karat daun,
obat embun tepung,
fungisida sistemik,
obat busuk pelepah,
fungisida padi,
fungisida bawang merah,
obat bercak daun,
fungisida cabai,
obat jamur tanaman,
fungisida tebukonazol,
obat daun menguning,
obat penyakit daun,
fungisida preventif,
fungisida kuratif,
obat jamur batang,
obat penyakit padi,
fungisida spektrum luas","Folicur 250 EC merupakan fungisida sistemik berbahan aktif tebukonazol yang digunakan untuk mengendalikan berbagai penyakit jamur pada tanaman pangan dan hortikultura.

Produk ini banyak digunakan sebagai obat blas padi, fungisida karat daun, pengendali embun tepung, bercak daun, dan busuk pelepah.

Mampu memberikan perlindungan preventif sekaligus kuratif terhadap infeksi cendawan pada fase vegetatif maupun generatif.",75.000,5,
127,Tilt 250 EC,Fungisida,"Padi, Cabai, Jagung, Gandum, Sayuran","Vegetatif, Generatif","Karat Daun, Embun Tepung, Hawar Daun, Bercak Daun","Sawah, Lahan Terbuka","0,5–1 ml/L air","fungisida karat daun,
obat karat daun,
obat embun tepung,
fungisida padi,
fungisida jagung,
obat hawar daun,
fungisida propikonazol,
obat bercak daun,
obat jamur daun,
fungisida sistemik,
obat daun menguning,
fungisida cabai,
obat penyakit daun,
fungisida protektif,
fungisida kuratif,
obat penyakit padi,
obat jamur tanaman,
fungisida spektrum luas,
obat karat tanaman,
fungisida hortikultura","Tilt 250 EC merupakan fungisida sistemik berbahan aktif propikonazol yang digunakan untuk mengendalikan penyakit jamur seperti karat daun, embun tepung, hawar daun, dan bercak daun.

Produk ini banyak digunakan pada tanaman padi, jagung, cabai, dan berbagai tanaman hortikultura untuk menjaga kesehatan daun dan meningkatkan produktivitas tanaman.

Memiliki kemampuan protektif dan kuratif dengan daya sebar yang baik pada jaringan tanaman.",80.000,6,
128,Melody Duo 66.75 WP,Fungisida,"Kentang, Tomat, Cabai, Mentimun, Semangka, Melon","Vegetatif, Generatif","Busuk Daun, Downy Mildew, Hawar Daun, Busuk Buah","Lahan Terbuka, Hortikultura",2–3 g/L air,"obat busuk daun,
fungisida busuk daun,
obat hawar daun,
fungisida hawar daun,
obat embun bulu,
fungisida downy mildew,
obat patek,
fungisida tomat,
fungisida kentang,
fungisida cabai,
obat daun menghitam,
obat daun bercak,
obat busuk buah,
fungisida sistemik,
fungisida kontak,
obat jamur tanaman,
obat penyakit musim hujan,
fungisida sayuran,
obat layu daun,
pengendali penyakit jamur","Melody Duo 66.75 WP merupakan fungisida kombinasi sistemik dan kontak yang digunakan untuk mengendalikan penyakit busuk daun, embun bulu, hawar daun, dan penyakit jamur penting lainnya pada tanaman hortikultura.

Produk ini banyak digunakan sebagai obat busuk daun kentang, fungisida tomat, fungisida cabai, dan pengendali penyakit pada mentimun, melon, serta semangka.

Gejala yang dapat dikendalikan antara lain daun menghitam, daun bercak, busuk buah, dan kerusakan jaringan tanaman akibat infeksi cendawan.

Cocok digunakan pada musim hujan ketika tekanan penyakit meningkat.",90.000,7,
129,Acrobat MZ 69 WP,Fungisida,"Kentang, Tomat, Cabai, Mentimun, Semangka, Melon","Preventif, Vegetatif, Awal Generatif","Busuk Daun, Hawar Daun, Embun Bulu, Phytophthora, Downy Mildew","Tanah, Bedengan, Lahan Terbuka",2–4 gram/L air atau ± 500–750 gram/ha,"fungisida busuk daun, obat busuk daun kentang, obat busuk daun tomat, fungisida phytophthora, obat hawar daun, fungisida embun bulu, obat daun menghitam, fungisida cabai, fungisida tomat, fungisida kentang, obat daun layu, obat daun bercak coklat, anti busuk daun, obat kresek daun, fungisida semangka, fungisida melon, obat penyakit daun tanaman, obat daun gosong","Acrobat MZ 69 WP merupakan fungisida kombinasi dimethomorph dan mancozeb yang bekerja secara sistemik lokal dan kontak untuk mengendalikan penyakit akibat kelompok Oomycetes. Produk ini banyak digunakan sebagai fungisida busuk daun kentang, obat hawar daun tomat, fungisida embun bulu mentimun, dan pengendali Phytophthora pada berbagai tanaman hortikultura. Gejala yang dapat dikendalikan antara lain daun menghitam, daun layu, bercak basah pada daun, busuk daun, serta kerusakan akibat serangan jamur patogen",120.000,5,
130,Equation Pro WG,Fungisida,"Kentang, Tomat, Melon, Semangka","Preventif, Vegetatif, Generatif Awal","Busuk Daun, Embun Bulu, Downy Mildew, Phytophthora","Tanah, Bedengan, Lahan Terbuka","0,5–1 gram/L air atau ± 200–400 gram/ha","equation pro, fungisida busuk daun, obat phytophthora, obat embun bulu, fungisida kentang, fungisida tomat, obat daun layu, obat daun menghitam, fungisida melon, fungisida semangka, anti busuk daun, fungisida sistemik, obat penyakit daun, fungisida hawar daun, obat jamur tanaman","Equation Pro WG merupakan fungisida kombinasi famoxadone dan cymoxanil yang memiliki aktivitas preventif dan kuratif terhadap penyakit jamur penting pada tanaman hortikultura. Produk ini banyak digunakan sebagai fungisida busuk daun kentang, pengendali embun bulu mentimun dan melon, serta pengendali penyakit Phytophthora pada tomat dan semangka. Gejala yang dapat dikendalikan antara lain bercak daun, daun menghitam, embun putih pada daun, busuk batang, dan kerusakan jaringan akibat infeksi jamur.",90.000,5,
131,Combi Plus 75 WP,Fungisida,"Padi, Cabai, Tomat, Bawang Merah, Sayuran","Vegetatif, Generatif","Bercak Daun, Hawar Daun, Busuk Daun, Jamur Daun","Sawah, Tanah, Bedengan",1–2 gram/L air,"combi plus, fungisida padi, fungisida cabai, obat bercak daun, obat hawar daun, fungisida bawang merah, fungisida tomat, obat daun menguning, fungisida daun, obat jamur tanaman, fungisida sistemik, anti bercak daun, anti hawar daun, obat daun kering","Combi Plus 75 WP merupakan fungisida berbentuk tepung yang digunakan untuk mengendalikan berbagai penyakit daun pada tanaman pangan dan hortikultura. Produk ini banyak digunakan sebagai fungisida bercak daun, obat hawar daun, serta pengendali penyakit jamur yang menyebabkan kerusakan pada jaringan daun dan batang tanaman. Gejala yang dapat dikendalikan antara lain bercak coklat, daun menguning, daun mengering, serta penurunan pertumbuhan akibat serangan patogen jamur.",20.000,7,
132,Anvil 50 SC,Fungisida,"Padi, Cabai, Tomat, Bawang Merah, Semangka, Kedelai, Kacang Tanah, Kopi, Karet","Vegetatif, Generatif","Bercak Daun, Karat Daun, Embun Tepung, Hawar Daun, Busuk Pangkal Batang","Sawah, Tanah, Bedengan, Perkebunan","0,5–1 ml/L air","anvil 50 sc, fungisida sistemik, obat karat daun, fungisida padi, fungisida cabai, fungisida tomat, obat embun tepung, fungisida bawang merah, obat bercak daun, obat daun berkarat, fungisida semangka, fungisida kedelai, obat jamur daun, anti karat daun, fungisida tanaman perkebunan, obat penyakit tanaman","Anvil 50 SC merupakan fungisida sistemik berbahan aktif hexaconazole yang digunakan untuk mengendalikan berbagai penyakit jamur pada tanaman pangan, hortikultura, dan perkebunan. Produk ini efektif sebagai obat karat daun, fungisida embun tepung, pengendali bercak daun, serta pengendali busuk pangkal batang. Gejala yang dapat dikendalikan antara lain daun berkarat, bercak daun coklat, embun putih pada permukaan daun, daun mengering, dan kerusakan jaringan akibat infeksi jamur.",65.000,7,
